╔════════════════════════════════════════════════╗
║      Optimal Solver - Starting from Scratch    ║
╚════════════════════════════════════════════════╝

Map: starting_simple.txt
Initial Temperature: 100000.0
Cooling Rate: 0.999995
Max Iterations: 100000000
Budget: $200

Grid: 7x5
Found 17 valid command locations:
  [1,0] building (2 floors)
  [2,0] building (2 floors)
  [3,0] building (2 floors)
  [5,0] P (1 floor)
  [2,1] building (2 floors)
  [3,1] P (1 floor)
  [5,1] building (2 floors)
  [1,2] building (2 floors)
  [3,2] building (2 floors)
  [5,2] building (2 floors)
  [2,3] building (2 floors)
  [3,3] building (2 floors)
  [5,3] P (1 floor)
  [1,4] building (2 floors)
  [3,4] building (2 floors)
  [4,4] building (2 floors)
  [5,4] building (2 floors)

Starting from EMPTY grid: Score=7062
Beginning optimization...

Iter      | Temp     | Current    | Best       | Accept | Cost  | Commands
 14305000 |  10611.5 |       5000 |      52187 | 14065914 | $ 10 |        1  (82s)
 14310000 |  10349.5 |       9062 |      52187 | 14070736 | $ 80 |        5  (82s)
 14315000 |  10094.0 |       8062 |      52187 | 14075565 | $ 60 |        3  (82s)

🔥 RESTART #44 - Reheating! (stuck for 321887 iterations) Temp: 50000.0 (82s)

 14320000 |  49223.8 |       8062 |      52187 | 14080475 | $130 |        6  (82s)
 14325000 |  48008.5 |       8750 |      52187 | 14085445 | $ 40 |        3  (82s)
 14330000 |  46823.2 |       7312 |      52187 | 14090405 | $ 80 |        4  (82s)
 14335000 |  45667.1 |       7062 |      52187 | 14095375 | $ 20 |        1  (82s)
 14340000 |  44539.6 |       9250 |      52187 | 14100329 | $ 40 |        2  (83s)
 14345000 |  43439.9 |       7437 |      52187 | 14105287 | $120 |        9  (83s)
 14350000 |  42367.3 |       5718 |      52187 | 14110256 | $140 |        7  (83s)
 14355000 |  41321.3 |      14562 |      52187 | 14115225 | $110 |        6  (83s)
 14360000 |  40301.0 |      10312 |      52187 | 14120192 | $160 |        9  (83s)
 14365000 |  39306.0 |       8750 |      52187 | 14125144 | $100 |        5  (83s)
 14370000 |  38335.5 |       7062 |      52187 | 14130092 | $ 10 |        1  (83s)
 14375000 |  37389.0 |       7062 |      52187 | 14135046 | $ 40 |        2  (83s)
 14380000 |  36465.9 |       9000 |      52187 | 14140010 | $ 50 |        3  (83s)
 14385000 |  35565.5 |       6812 |      52187 | 14144961 | $ 40 |        3  (83s)
 14390000 |  34687.4 |       8000 |      52187 | 14149917 | $ 10 |        1  (83s)
 14395000 |  33831.0 |       7062 |      52187 | 14154868 | $ 10 |        1  (83s)
 14400000 |  32995.7 |       9875 |      52187 | 14159818 | $110 |        6  (83s)
 14405000 |  32181.0 |       7312 |      52187 | 14164772 | $ 30 |        2  (83s)
 14410000 |  31386.5 |       7062 |      52187 | 14169731 | $  0 |        0  (83s)
 14415000 |  30611.5 |      10562 |      52187 | 14174675 | $ 60 |        4  (83s)
 14420000 |  29855.7 |       7312 |      52187 | 14179614 | $ 50 |        2  (83s)
 14425000 |  29118.6 |       8062 |      52187 | 14184565 | $ 50 |        3  (83s)
 14430000 |  28399.6 |       7062 |      52187 | 14189504 | $ 40 |        3  (83s)
 14435000 |  27698.5 |       7562 |      52187 | 14194444 | $ 10 |        1  (83s)
 14440000 |  27014.6 |       7500 |      52187 | 14199398 | $130 |        6  (83s)
 14445000 |  26347.6 |       8750 |      52187 | 14204332 | $ 70 |        5  (83s)
 14450000 |  25697.1 |       6875 |      52187 | 14209266 | $ 90 |        7  (83s)
 14455000 |  25062.6 |       7062 |      52187 | 14214189 | $ 10 |        1  (83s)
 14460000 |  24443.8 |       8062 |      52187 | 14219109 | $150 |        7  (83s)
 14465000 |  23840.3 |       5062 |      52187 | 14224027 | $ 20 |        2  (83s)
 14470000 |  23251.6 |       8562 |      52187 | 14228952 | $110 |        5  (83s)
 14475000 |  22677.6 |       8562 |      52187 | 14233887 | $ 90 |        4  (83s)
 14480000 |  22117.7 |       9062 |      52187 | 14238799 | $ 30 |        1  (83s)
 14485000 |  21571.6 |       7062 |      52187 | 14243721 | $  0 |        0  (83s)
 14490000 |  21039.0 |       6406 |      52187 | 14248641 | $110 |        5  (83s)
 14495000 |  20519.5 |       5000 |      52187 | 14253571 | $130 |        8  (83s)
 14500000 |  20012.9 |      20875 |      52187 | 14258480 | $140 |        8  (83s)
 14505000 |  19518.8 |       3250 |      52187 | 14263389 | $120 |       10  (83s)
 14510000 |  19036.8 |      11250 |      52187 | 14268319 | $180 |        8  (83s)
 14515000 |  18566.8 |      13437 |      52187 | 14273234 | $ 60 |        5  (84s)
 14520000 |  18108.4 |       5812 |      52187 | 14278152 | $130 |        8  (84s)
 14525000 |  17661.3 |       8750 |      52187 | 14283051 | $ 20 |        2  (84s)
 14530000 |  17225.2 |      12562 |      52187 | 14287968 | $200 |       12  (84s)
 14535000 |  16799.9 |       7062 |      52187 | 14292879 | $ 20 |        2  (84s)
 14540000 |  16385.1 |       7062 |      52187 | 14297775 | $  0 |        0  (84s)
 14545000 |  15980.6 |       7062 |      52187 | 14302687 | $ 10 |        1  (84s)
 14550000 |  15586.0 |       7062 |      52187 | 14307570 | $ 50 |        3  (84s)
 14555000 |  15201.2 |       7062 |      52187 | 14312438 | $  0 |        0  (84s)
 14560000 |  14825.9 |       7062 |      52187 | 14317320 | $ 30 |        1  (84s)
 14565000 |  14459.8 |       7000 |      52187 | 14322226 | $ 90 |        5  (84s)
 14570000 |  14102.8 |       8062 |      52187 | 14327086 | $ 30 |        1  (84s)
 14575000 |  13754.6 |       6312 |      52187 | 14331957 | $ 30 |        2  (84s)
 14580000 |  13415.0 |      16062 |      52187 | 14336824 | $190 |        8  (84s)
 14585000 |  13083.8 |       9812 |      52187 | 14341701 | $100 |        4  (84s)
 14590000 |  12760.8 |       7062 |      52187 | 14346564 | $  0 |        0  (84s)
 14595000 |  12445.7 |       8875 |      52187 | 14351429 | $130 |        6  (84s)
 14600000 |  12138.4 |      20000 |      52187 | 14356274 | $170 |        7  (84s)
 14605000 |  11838.7 |       7250 |      52187 | 14361140 | $ 70 |        3  (84s)
 14610000 |  11546.4 |       7062 |      52187 | 14365982 | $ 30 |        1  (84s)
 14615000 |  11261.3 |       5187 |      52187 | 14370790 | $ 20 |        2  (84s)
 14620000 |  10983.3 |       8468 |      52187 | 14375650 | $100 |        6  (84s)
 14625000 |  10712.1 |       3125 |      52187 | 14380490 | $ 90 |        6  (84s)
 14630000 |  10447.6 |      12562 |      52187 | 14385326 | $150 |        8  (84s)
 14635000 |  10189.7 |       7062 |      52187 | 14390159 | $  0 |        0  (84s)

🔥 RESTART #45 - Reheating! (stuck for 321887 iterations) Temp: 50000.0 (84s)

 14640000 |  49690.5 |       7812 |      52187 | 14395016 | $ 80 |        4  (84s)
 14645000 |  48463.6 |       7062 |      52187 | 14399989 | $ 90 |        6  (84s)
 14650000 |  47267.0 |       4062 |      52187 | 14404964 | $ 90 |        4  (84s)
 14655000 |  46100.0 |       7562 |      52187 | 14409942 | $110 |        6  (84s)
 14660000 |  44961.8 |       7062 |      52187 | 14414899 | $ 30 |        2  (84s)
 14665000 |  43851.7 |      11750 |      52187 | 14419863 | $120 |        8  (84s)
 14670000 |  42769.0 |       7062 |      52187 | 14424826 | $  0 |        0  (84s)
 14675000 |  41713.0 |       7062 |      52187 | 14429788 | $  0 |        0  (84s)
 14680000 |  40683.1 |      10062 |      52187 | 14434742 | $140 |        6  (84s)
 14685000 |  39678.6 |       7062 |      52187 | 14439704 | $ 70 |        7  (84s)
 14690000 |  38698.9 |       8062 |      52187 | 14444658 | $ 30 |        1  (85s)
 14695000 |  37743.5 |       7062 |      52187 | 14449625 | $ 10 |        1  (85s)
 14700000 |  36811.6 |       8250 |      52187 | 14454591 | $ 30 |        3  (85s)
 14705000 |  35902.7 |      10750 |      52187 | 14459556 | $ 70 |        5  (85s)
 14710000 |  35016.2 |       6562 |      52187 | 14464513 | $ 60 |        4  (85s)
 14715000 |  34151.7 |       7062 |      52187 | 14469471 | $ 30 |        1  (85s)
 14720000 |  33308.5 |       7062 |      52187 | 14474428 | $ 10 |        1  (85s)
 14725000 |  32486.1 |       7062 |      52187 | 14479360 | $ 60 |        4  (85s)
 14730000 |  31684.0 |       5625 |      52187 | 14484308 | $170 |        8  (85s)
 14735000 |  30901.7 |      13562 |      52187 | 14489249 | $ 70 |        3  (85s)
 14740000 |  30138.8 |       7062 |      52187 | 14494202 | $100 |        4  (85s)
 14745000 |  29394.6 |       9062 |      52187 | 14499155 | $130 |        7  (85s)
 14750000 |  28668.9 |       7125 |      52187 | 14504095 | $200 |       12  (85s)
 14755000 |  27961.0 |      10062 |      52187 | 14509034 | $ 90 |        3  (85s)
 14760000 |  27270.7 |       4000 |      52187 | 14513960 | $ 60 |        3  (85s)
 14765000 |  26597.3 |       7062 |      52187 | 14518907 | $  0 |        0  (85s)
 14770000 |  25940.7 |       9062 |      52187 | 14523849 | $ 50 |        2  (85s)
 14775000 |  25300.2 |       7750 |      52187 | 14528786 | $ 70 |        4  (85s)
 14780000 |  24675.5 |       9062 |      52187 | 14533731 | $ 90 |        7  (85s)
 14785000 |  24066.3 |       7062 |      52187 | 14538670 | $  0 |        0  (85s)
 14790000 |  23472.1 |       8062 |      52187 | 14543591 | $ 70 |        4  (85s)
 14795000 |  22892.5 |       7062 |      52187 | 14548518 | $ 10 |        1  (85s)
 14800000 |  22327.3 |       7625 |      52187 | 14553440 | $ 50 |        3  (85s)
 14805000 |  21776.1 |       9562 |      52187 | 14558368 | $ 30 |        3  (85s)
 14810000 |  21238.4 |       8625 |      52187 | 14563298 | $ 40 |        3  (85s)
 14815000 |  20714.0 |       7062 |      52187 | 14568211 | $150 |        7  (85s)
 14820000 |  20202.6 |       6875 |      52187 | 14573117 | $ 80 |        5  (85s)
 14825000 |  19703.8 |      11062 |      52187 | 14578052 | $120 |        8  (85s)
 14830000 |  19217.3 |       8750 |      52187 | 14582979 | $ 50 |        3  (85s)
 14835000 |  18742.8 |       9062 |      52187 | 14587900 | $ 60 |        2  (85s)
 14840000 |  18280.1 |       9062 |      52187 | 14592786 | $130 |        6  (85s)
 14845000 |  17828.7 |       7062 |      52187 | 14597686 | $ 30 |        1  (85s)
 14850000 |  17388.5 |       6750 |      52187 | 14602592 | $ 90 |        6  (85s)
 14855000 |  16959.2 |       9750 |      52187 | 14607506 | $ 30 |        2  (85s)
 14860000 |  16540.5 |       5000 |      52187 | 14612410 | $ 70 |        4  (86s)
 14865000 |  16132.1 |       7062 |      52187 | 14617312 | $ 40 |        2  (86s)
 14870000 |  15733.8 |       6875 |      52187 | 14622219 | $ 60 |        5  (86s)
 14875000 |  15345.3 |       8500 |      52187 | 14627126 | $130 |        8  (86s)
 14880000 |  14966.4 |       4468 |      52187 | 14632024 | $ 30 |        2  (86s)
 14885000 |  14596.9 |      11625 |      52187 | 14636912 | $160 |        8  (86s)
 14890000 |  14236.5 |       8062 |      52187 | 14641800 | $ 60 |        3  (86s)
 14895000 |  13885.0 |       4593 |      52187 | 14646679 | $ 70 |        5  (86s)
 14900000 |  13542.2 |      10312 |      52187 | 14651545 | $150 |        7  (86s)
 14905000 |  13207.8 |       7875 |      52187 | 14656387 | $130 |        6  (86s)
 14910000 |  12881.7 |       7062 |      52187 | 14661295 | $ 30 |        2  (86s)
 14915000 |  12563.7 |       8312 |      52187 | 14666187 | $120 |        6  (86s)
 14920000 |  12253.5 |       7062 |      52187 | 14671064 | $ 60 |        3  (86s)
 14925000 |  11950.9 |       7875 |      52187 | 14675916 | $ 60 |        4  (86s)
 14930000 |  11655.9 |       7062 |      52187 | 14680788 | $ 10 |        1  (86s)
 14935000 |  11368.1 |       8062 |      52187 | 14685626 | $130 |        6  (86s)
 14940000 |  11087.4 |       7062 |      52187 | 14690451 | $ 30 |        1  (86s)
 14945000 |  10813.6 |      10000 |      52187 | 14695301 | $190 |       10  (86s)
 14950000 |  10546.7 |       5062 |      52187 | 14700122 | $100 |        5  (86s)
 14955000 |  10286.3 |       9750 |      52187 | 14704935 | $100 |        4  (86s)
 14960000 |  10032.3 |       8312 |      52187 | 14709780 | $110 |        6  (86s)

🔥 RESTART #46 - Reheating! (stuck for 321887 iterations) Temp: 50000.0 (86s)

 14965000 |  48923.0 |       7062 |      52187 | 14714733 | $ 30 |        1  (86s)
 14970000 |  47715.1 |       7562 |      52187 | 14719700 | $ 40 |        2  (86s)
 14975000 |  46537.0 |       8062 |      52187 | 14724661 | $ 40 |        2  (86s)
 14980000 |  45388.0 |       7062 |      52187 | 14729619 | $  0 |        0  (86s)
 14985000 |  44267.4 |       5062 |      52187 | 14734580 | $ 20 |        2  (86s)
 14990000 |  43174.4 |       7062 |      52187 | 14739544 | $ 20 |        1  (86s)
 14995000 |  42108.4 |       5062 |      52187 | 14744513 | $ 30 |        3  (86s)
 15000000 |  41068.8 |       7468 |      52187 | 14749476 | $ 30 |        3  (86s)
 15005000 |  40054.8 |      10250 |      52187 | 14754438 | $150 |        8  (86s)
 15010000 |  39065.8 |      12156 |      52187 | 14759393 | $ 60 |        4  (86s)
 15015000 |  38101.3 |      10562 |      52187 | 14764359 | $ 80 |        4  (86s)
 15020000 |  37160.5 |       8062 |      52187 | 14769321 | $ 80 |        3  (86s)
 15025000 |  36243.0 |       5750 |      52187 | 14774263 | $ 10 |        1  (86s)
 15030000 |  35348.2 |      10812 |      52187 | 14779200 | $170 |       10  (86s)
 15035000 |  34475.4 |       9062 |      52187 | 14784151 | $120 |        6  (87s)
 15040000 |  33624.2 |      10062 |      52187 | 14789108 | $ 40 |        2  (87s)
 15045000 |  32794.0 |      10062 |      52187 | 14794055 | $ 10 |        1  (87s)
 15050000 |  31984.4 |       8062 |      52187 | 14798999 | $ 60 |        2  (87s)
 15055000 |  31194.7 |       6531 |      52187 | 14803952 | $ 40 |        2  (87s)
 15060000 |  30424.5 |       7062 |      52187 | 14808898 | $ 10 |        1  (87s)
 15065000 |  29673.3 |       6406 |      52187 | 14813844 | $ 40 |        2  (87s)
 15070000 |  28940.6 |       8062 |      52187 | 14818788 | $150 |        7  (87s)
 15075000 |  28226.1 |      11437 |      52187 | 14823728 | $110 |        6  (87s)
 15080000 |  27529.2 |       9062 |      52187 | 14828667 | $ 70 |        4  (87s)
 15085000 |  26849.5 |       7062 |      52187 | 14833607 | $  0 |        0  (87s)
 15090000 |  26186.6 |      10250 |      52187 | 14838536 | $ 50 |        4  (87s)
 15095000 |  25540.0 |       9750 |      52187 | 14843482 | $100 |        6  (87s)
 15100000 |  24909.4 |       7062 |      52187 | 14848428 | $ 10 |        1  (87s)
 15105000 |  24294.4 |       7062 |      52187 | 14853370 | $ 30 |        1  (87s)
 15110000 |  23694.6 |       4562 |      52187 | 14858304 | $ 30 |        3  (87s)
 15115000 |  23109.6 |       7312 |      52187 | 14863233 | $110 |        7  (87s)
 15120000 |  22539.0 |       9312 |      52187 | 14868164 | $120 |        6  (87s)
 15125000 |  21982.5 |       7062 |      52187 | 14873083 | $ 40 |        4  (87s)
 15130000 |  21439.7 |       7062 |      52187 | 14877985 | $ 10 |        1  (87s)
 15135000 |  20910.4 |       6500 |      52187 | 14882901 | $110 |        7  (87s)
 15140000 |  20394.1 |       8062 |      52187 | 14887812 | $ 70 |        4  (87s)
 15145000 |  19890.6 |       7062 |      52187 | 14892707 | $ 10 |        1  (87s)
 15150000 |  19399.5 |       5750 |      52187 | 14897619 | $ 20 |        2  (87s)
 15155000 |  18920.5 |       4562 |      52187 | 14902539 | $ 50 |        3  (87s)
 15160000 |  18453.3 |       8312 |      52187 | 14907459 | $110 |        6  (87s)
 15165000 |  17997.7 |       5218 |      52187 | 14912381 | $100 |        6  (87s)
 15170000 |  17553.4 |       7062 |      52187 | 14917291 | $  0 |        0  (87s)
 15175000 |  17120.0 |       7062 |      52187 | 14922190 | $ 10 |        1  (87s)
 15180000 |  16697.3 |       3812 |      52187 | 14927078 | $160 |       10  (87s)
 15185000 |  16285.0 |       5000 |      52187 | 14931960 | $ 10 |        1  (87s)
 15190000 |  15882.9 |       9500 |      52187 | 14936856 | $ 30 |        2  (87s)
 15195000 |  15490.8 |       8062 |      52187 | 14941742 | $110 |        6  (87s)
 15200000 |  15108.3 |       7062 |      52187 | 14946633 | $  0 |        0  (87s)
 15205000 |  14735.3 |      11750 |      52187 | 14951534 | $100 |        5  (88s)
 15210000 |  14371.5 |       7468 |      52187 | 14956426 | $ 50 |        4  (88s)
 15215000 |  14016.6 |       7062 |      52187 | 14961319 | $  0 |        0  (88s)
 15220000 |  13670.6 |       7062 |      52187 | 14966210 | $ 10 |        1  (88s)
 15225000 |  13333.0 |       7062 |      52187 | 14971080 | $ 20 |        2  (88s)
 15230000 |  13003.8 |      12125 |      52187 | 14975967 | $170 |       10  (88s)
 15235000 |  12682.8 |       9000 |      52187 | 14980845 | $ 90 |        8  (88s)
 15240000 |  12369.6 |       6250 |      52187 | 14985721 | $ 70 |        5  (88s)
 15245000 |  12064.2 |       7562 |      52187 | 14990583 | $110 |        4  (88s)
 15250000 |  11766.4 |       9562 |      52187 | 14995430 | $150 |        7  (88s)
 15255000 |  11475.8 |      15000 |      52187 | 15000295 | $ 80 |        4  (88s)
 15260000 |  11192.5 |       6875 |      52187 | 15005135 | $ 50 |        4  (88s)
 15265000 |  10916.2 |      10500 |      52187 | 15009952 | $ 70 |        3  (88s)
 15270000 |  10646.6 |       5937 |      52187 | 15014788 | $140 |        7  (88s)
 15275000 |  10383.8 |       5500 |      52187 | 15019612 | $100 |        8  (88s)
 15280000 |  10127.4 |       8875 |      52187 | 15024453 | $190 |       10  (88s)

🔥 RESTART #47 - Reheating! (stuck for 321887 iterations) Temp: 50000.0 (88s)

 15285000 |  49386.8 |      10000 |      52187 | 15029365 | $ 40 |        2  (88s)
 15290000 |  48167.4 |       9875 |      52187 | 15034330 | $120 |        5  (88s)
 15295000 |  46978.2 |       8625 |      52187 | 15039295 | $ 70 |        6  (88s)
 15300000 |  45818.3 |       8062 |      52187 | 15044254 | $140 |        6  (88s)
 15305000 |  44687.0 |       8812 |      52187 | 15049219 | $100 |        6  (88s)
 15310000 |  43583.7 |       5812 |      52187 | 15054182 | $100 |        5  (88s)
 15315000 |  42507.6 |       7062 |      52187 | 15059148 | $ 40 |        3  (88s)
 15320000 |  41458.1 |      10062 |      52187 | 15064105 | $140 |       10  (88s)
 15325000 |  40434.5 |       7062 |      52187 | 15069074 | $ 10 |        1  (88s)
 15330000 |  39436.1 |       7062 |      52187 | 15074032 | $ 30 |        1  (88s)
 15335000 |  38462.4 |       3687 |      52187 | 15078991 | $ 90 |        7  (88s)
 15340000 |  37512.8 |       5312 |      52187 | 15083942 | $ 80 |        5  (88s)
 15345000 |  36586.6 |       8062 |      52187 | 15088891 | $ 20 |        2  (88s)
 15350000 |  35683.3 |       4250 |      52187 | 15093841 | $ 80 |        5  (88s)
 15355000 |  34802.3 |       7406 |      52187 | 15098809 | $ 40 |        2  (88s)
 15360000 |  33943.0 |       8750 |      52187 | 15103756 | $ 70 |        4  (88s)
 15365000 |  33104.9 |       7062 |      52187 | 15108704 | $ 50 |        2  (88s)
 15370000 |  32287.6 |       7062 |      52187 | 15113637 | $ 40 |        3  (88s)
 15375000 |  31490.4 |       7062 |      52187 | 15118587 | $ 10 |        1  (88s)
 15380000 |  30712.9 |       7937 |      52187 | 15123538 | $ 40 |        3  (89s)
 15385000 |  29954.6 |       7562 |      52187 | 15128473 | $100 |        6  (89s)
 15390000 |  29215.0 |       7062 |      52187 | 15133424 | $110 |        5  (89s)
 15395000 |  28493.7 |       4937 |      52187 | 15138368 | $100 |        6  (89s)
