╔════════════════════════════════════════════════╗
║      Optimal Solver - Starting from Scratch    ║
╚════════════════════════════════════════════════╝

Map: starting_simple.txt
Initial Temperature: 100000.0
Cooling Rate: 0.999995
Max Iterations: 100000000
Budget: $200

Grid: 7x5
Found 17 valid command locations:
  [1,0] building (2 floors)
  [2,0] building (2 floors)
  [3,0] building (2 floors)
  [5,0] P (1 floor)
  [2,1] building (2 floors)
  [3,1] P (1 floor)
  [5,1] building (2 floors)
  [1,2] building (2 floors)
  [3,2] building (2 floors)
  [5,2] building (2 floors)
  [2,3] building (2 floors)
  [3,3] building (2 floors)
  [5,3] P (1 floor)
  [1,4] building (2 floors)
  [3,4] building (2 floors)
  [4,4] building (2 floors)
  [5,4] building (2 floors)

Starting from EMPTY grid: Score=7062
Beginning optimization...

Iter      | Temp     | Current    | Best       | Accept | Cost  | Commands
  2910000 |      0.0 |      59875 |      59875 | 1682414 | $200 |       10  (15s)
  2915000 |      0.0 |      59875 |      59875 | 1684598 | $200 |       10  (15s)
  2920000 |      0.0 |      59875 |      59875 | 1686772 | $200 |       10  (15s)
  2925000 |      0.0 |      59875 |      59875 | 1688925 | $200 |       10  (15s)
  2930000 |      0.0 |      59875 |      59875 | 1691122 | $200 |       10  (15s)
  2935000 |      0.0 |      59875 |      59875 | 1693315 | $200 |       10  (15s)
  2940000 |      0.0 |      59875 |      59875 | 1695521 | $200 |       10  (15s)
  2945000 |      0.0 |      59875 |      59875 | 1697733 | $200 |       10  (15s)
  2950000 |      0.0 |      59875 |      59875 | 1699867 | $200 |       10  (15s)
  2955000 |      0.0 |      59875 |      59875 | 1702044 | $200 |       10  (15s)
  2960000 |      0.0 |      59875 |      59875 | 1704207 | $200 |       10  (15s)
  2965000 |      0.0 |      59875 |      59875 | 1706405 | $200 |       10  (15s)
  2970000 |      0.0 |      59875 |      59875 | 1708576 | $200 |       10  (15s)
  2975000 |      0.0 |      59875 |      59875 | 1710760 | $200 |       10  (15s)
  2980000 |      0.0 |      59875 |      59875 | 1712894 | $200 |       10  (15s)
  2985000 |      0.0 |      59875 |      59875 | 1715010 | $200 |       10  (15s)
  2990000 |      0.0 |      59875 |      59875 | 1717154 | $200 |       10  (15s)
  2995000 |      0.0 |      59875 |      59875 | 1719346 | $200 |       10  (16s)
  3000000 |      0.0 |      59875 |      59875 | 1721527 | $200 |       10  (16s)
  3005000 |      0.0 |      59875 |      59875 | 1723678 | $200 |       10  (16s)
  3010000 |      0.0 |      59875 |      59875 | 1725863 | $200 |       10  (16s)
  3015000 |      0.0 |      59875 |      59875 | 1727980 | $200 |       10  (16s)
  3020000 |      0.0 |      59875 |      59875 | 1730168 | $200 |       10  (16s)
  3025000 |      0.0 |      59875 |      59875 | 1732349 | $200 |       10  (16s)
  3030000 |      0.0 |      59875 |      59875 | 1734494 | $200 |       10  (16s)
  3035000 |      0.0 |      59875 |      59875 | 1736714 | $200 |       10  (16s)
  3040000 |      0.0 |      59875 |      59875 | 1738933 | $200 |       10  (16s)
  3045000 |      0.0 |      59875 |      59875 | 1741124 | $200 |       10  (16s)
  3050000 |      0.0 |      59875 |      59875 | 1743311 | $200 |       10  (16s)
  3055000 |      0.0 |      59875 |      59875 | 1745487 | $200 |       10  (16s)
  3060000 |      0.0 |      59875 |      59875 | 1747709 | $200 |       10  (16s)
  3065000 |      0.0 |      59875 |      59875 | 1749913 | $200 |       10  (16s)
  3070000 |      0.0 |      59875 |      59875 | 1752077 | $200 |       10  (16s)
  3075000 |      0.0 |      59875 |      59875 | 1754201 | $200 |       10  (16s)
  3080000 |      0.0 |      59875 |      59875 | 1756383 | $200 |       10  (16s)
  3085000 |      0.0 |      59875 |      59875 | 1758530 | $200 |       10  (16s)
  3090000 |      0.0 |      59875 |      59875 | 1760742 | $200 |       10  (16s)
  3095000 |      0.0 |      59875 |      59875 | 1762916 | $200 |       10  (16s)
  3100000 |      0.0 |      59875 |      59875 | 1765120 | $200 |       10  (16s)
  3105000 |      0.0 |      59875 |      59875 | 1767261 | $200 |       10  (16s)
  3110000 |      0.0 |      59875 |      59875 | 1769416 | $200 |       10  (16s)
  3115000 |      0.0 |      59875 |      59875 | 1771642 | $200 |       10  (16s)
  3120000 |      0.0 |      59875 |      59875 | 1773880 | $200 |       10  (16s)
  3125000 |      0.0 |      59875 |      59875 | 1776082 | $200 |       10  (16s)
  3130000 |      0.0 |      59875 |      59875 | 1778208 | $200 |       10  (16s)
  3135000 |      0.0 |      59875 |      59875 | 1780354 | $200 |       10  (16s)
  3140000 |      0.0 |      59875 |      59875 | 1782522 | $200 |       10  (16s)
  3145000 |      0.0 |      59875 |      59875 | 1784648 | $200 |       10  (16s)
  3150000 |      0.0 |      59875 |      59875 | 1786773 | $200 |       10  (16s)
  3155000 |      0.0 |      59875 |      59875 | 1788908 | $200 |       10  (16s)
  3160000 |      0.0 |      59875 |      59875 | 1791077 | $200 |       10  (16s)
  3165000 |      0.0 |      59875 |      59875 | 1793248 | $200 |       10  (16s)
  3170000 |      0.0 |      59875 |      59875 | 1795435 | $200 |       10  (16s)
  3175000 |      0.0 |      59875 |      59875 | 1797573 | $200 |       10  (16s)
  3180000 |      0.0 |      59875 |      59875 | 1799700 | $200 |       10  (16s)
  3185000 |      0.0 |      59875 |      59875 | 1801900 | $200 |       10  (17s)
  3190000 |      0.0 |      59875 |      59875 | 1804091 | $200 |       10  (17s)
  3195000 |      0.0 |      59875 |      59875 | 1806234 | $200 |       10  (17s)
  3200000 |      0.0 |      59875 |      59875 | 1808367 | $200 |       10  (17s)
  3205000 |      0.0 |      59875 |      59875 | 1810545 | $200 |       10  (17s)
  3210000 |      0.0 |      59875 |      59875 | 1812676 | $200 |       10  (17s)
  3215000 |      0.0 |      59875 |      59875 | 1814917 | $200 |       10  (17s)
  3220000 |      0.0 |      59875 |      59875 | 1817142 | $200 |       10  (17s)

═════════════════════════════════════════════════════════════════════════════════════
OPTIMIZATION COMPLETE!
═════════════════════════════════════════════════════════════════════════════════════
Total iterations: 3223612
Total time: 17 seconds
Final temperature: 0.009999953555792144
Acceptance rate: 56.42%
Improvements found: 36

🏆 BEST SOLUTION:
  Score: 59875
  Cost: $200 / $200
  Commands placed: 10

  Breakdown:
    Turns (U/D/L/R): 5 × $10 = $50
    Stomps (S):      0 × $20 = $0
    Powerups (P):    5 × $30 = $150

✅ Best solution saved to: movements_optimal.txt

To test it, run:
  cp movements_optimal.txt movements.txt
  java QuickTest
